Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
119-94-5644,A,Yangon,Member,Male,Electronic accessories,33.24,3,4.986,104.706,02/21/2019,19:36,Credit card,99.72,4.761905,4.986,7.1
940-33-9369,A,Yangon,Member,Female,Food and beverages,99.35,8,39.74,834.54,02/22/2019,19:09,Credit card,794.8,4.761905,39.74,5.0
307-76-9263,B,Mandalay,Member,Female,Sports and travel,63.69,2,6.369,133.749,02/19/2019,12:06,Ewallet,127.38,4.761905,6.369,5.4
615-25-2526,C,Naypyitaw,Normal,Male,Food and beverages,18.67,8,7.468,156.828,03/18/2019,10:56,Credit card,149.36,4.761905,7.468,9.4
921-71-7246,B,Mandalay,Member,Male,Fashion accessories,68.43,9,30.7935,646.6635,01/06/2019,18:27,Ewallet,615.87,4.761905,30.7935,6.5
518-42-4096,B,Mandalay,Member,Female,Electronic accessories,32.91,4,6.582,138.222,01/11/2019,14:38,Credit card,131.64,4.761905,6.582,9.5
258-64-5155,A,Yangon,Member,Male,Food and beverages,10.65,4,2.13,44.73,02/10/2019,16:23,Ewallet,42.6,4.761905,2.13,8.1
594-32-7065,B,Mandalay,Normal,Female,Food and beverages,34.8,7,12.18,255.78,02/22/2019,18:50,Credit card,243.6,4.761905,12.18,8.5
557-99-3650,C,Naypyitaw,Normal,Female,Home and lifestyle,61.99,7,21.6965,455.6265,03/26/2019,11:47,Ewallet,433.93,4.761905,21.6965,8.4
105-21-3381,A,Yangon,Member,Female,Home and lifestyle,82.08,10,41.04,861.84,01/07/2019,12:24,Credit card,820.8,4.761905,41.04,8.2
728-93-9536,B,Mandalay,Normal,Male,Health and beauty,33.68,6,10.104,212.184,01/05/2019,16:59,Cash,202.08,4.761905,10.104,4.5
134-86-9364,B,Mandalay,Member,Male,Fashion accessories,54.49,1,2.7245,57.2145,03/26/2019,18:18,Ewallet,54.49,4.761905,2.7245,5.2
461-95-7474,C,Naypyitaw,Member,Male,Fashion accessories,13.25,4,2.65,55.65,01/21/2019,11:17,Cash,53.0,4.761905,2.65,7.9
935-45-4707,B,Mandalay,Member,Male,Fashion accessories,73.33,2,7.333,153.993,03/13/2019,19:22,Cash,146.66,4.761905,7.333,7.3
615-47-6570,C,Naypyitaw,Member,Female,Sports and travel,61.74,5,15.435,324.135,03/06/2019,11:35,Ewallet,308.7,4.761905,15.435,5.1
797-68-1448,A,Yangon,Normal,Female,Fashion accessories,49.85,7,17.4475,366.3975,02/01/2019,15:49,Cash,348.95,4.761905,17.4475,7.4
628-78-1159,B,Mandalay,Member,Female,Health and beauty,44.44,4,8.888,186.648,01/30/2019,15:26,Cash,177.76,4.761905,8.888,8.1
323-83-5408,C,Naypyitaw,Normal,Male,Home and lifestyle,18.37,6,5.511,115.731,01/23/2019,17:20,Cash,110.22,4.761905,5.511,4.5
956-89-6833,A,Yangon,Member,Female,Fashion accessories,27.97,4,5.594,117.474,01/27/2019,13:12,Ewallet,111.88,4.761905,5.594,9.2
480-89-6167,A,Yangon,Member,Male,Health and beauty,70.82,8,28.328,594.888,03/11/2019,10:54,Cash,566.56,4.761905,28.328,7.7
638-64-8836,B,Mandalay,Normal,Female,Electronic accessories,98.6,9,44.37,931.77,01/29/2019,19:08,Ewallet,887.4,4.761905,44.37,5.7
805-11-1193,C,Naypyitaw,Member,Female,Sports and travel,87.44,3,13.116,275.436,01/16/2019,18:29,Cash,262.32,4.761905,13.116,6.7
342-44-8722,C,Naypyitaw,Member,Female,Food and beverages,19.07,6,5.721,120.141,02/03/2019,12:35,Cash,114.42,4.761905,5.721,7.7
386-67-3947,C,Naypyitaw,Normal,Female,Electronic accessories,54.89,4,10.978,230.538,02/17/2019,15:54,Cash,219.56,4.761905,10.978,6.5
253-70-1159,C,Naypyitaw,Member,Male,Health and beauty,74.87,4,14.974,314.454,02/18/2019,13:09,Credit card,299.48,4.761905,14.974,7.3
675-82-1781,A,Yangon,Normal,Female,Electronic accessories,99.6,9,44.82,941.22,02/10/2019,17:19,Cash,896.4,4.761905,44.82,7.2
442-43-6914,B,Mandalay,Member,Male,Health and beauty,29.39,5,7.3475,154.2975,03/22/2019,11:28,Credit card,146.95,4.761905,7.3475,6.9
765-93-9821,B,Mandalay,Normal,Female,Health and beauty,47.06,6,14.118,296.478,03/19/2019,13:36,Credit card,282.36,4.761905,14.118,9.2
393-69-3373,A,Yangon,Normal,Female,Home and lifestyle,70.59,8,28.236,592.956,02/27/2019,11:24,Credit card,564.72,4.761905,28.236,8.6
333-50-6191,A,Yangon,Normal,Female,Fashion accessories,65.11,7,22.7885,478.5585,01/10/2019,11:10,Cash,455.77,4.761905,22.7885,9.1
523-31-4012,C,Naypyitaw,Normal,Female,Food and beverages,68.02,5,17.005,357.105,02/16/2019,19:33,Cash,340.1,4.761905,17.005,9.3
999-70-9985,A,Yangon,Member,Male,Fashion accessories,32.65,2,3.265,68.565,02/20/2019,11:06,Ewallet,65.3,4.761905,3.265,5.3
499-49-4757,A,Yangon,Member,Female,Food and beverages,78.85,2,7.885,165.585,03/21/2019,12:05,Credit card,157.7,4.761905,7.885,4.6
981-51-8801,A,Yangon,Normal,Female,Fashion accessories,21.38,9,9.621,202.041,01/04/2019,10:42,Cash,192.42,4.761905,9.621,9.0
751-82-8126,B,Mandalay,Normal,Female,Electronic accessories,97.26,9,43.767,919.107,03/18/2019,17:40,Credit card,875.34,4.761905,43.767,5.1
410-11-1001,C,Naypyitaw,Normal,Female,Sports and travel,58.57,2,5.857,122.997,02/16/2019,16:16,Ewallet,117.14,4.761905,5.857,6.7
884-65-5799,C,Naypyitaw,Member,Female,Home and lifestyle,52.23,1,2.6115,54.8415,03/04/2019,17:19,Ewallet,52.23,4.761905,2.6115,8.1
832-92-7385,C,Naypyitaw,Member,Male,Food and beverages,43.63,7,15.2705,320.6805,02/25/2019,16:15,Ewallet,305.41,4.761905,15.2705,9.3
764-78-5404,B,Mandalay,Member,Female,Health and beauty,48.0,4,9.6,201.6,03/20/2019,20:17,Cash,192.0,4.761905,9.6,7.1
737-72-4076,B,Mandalay,Member,Male,Electronic accessories,22.3,2,2.23,46.83,03/21/2019,17:17,Credit card,44.6,4.761905,2.23,7.8
832-66-1134,B,Mandalay,Member,Male,Health and beauty,97.27,1,4.8635,102.1335,01/14/2019,14:17,Ewallet,97.27,4.761905,4.8635,5.1
910-14-6410,A,Yangon,Member,Male,Health and beauty,54.42,6,16.326,342.846,03/05/2019,15:29,Credit card,326.52,4.761905,16.326,6.5
936-58-1206,A,Yangon,Member,Male,Home and lifestyle,79.81,2,7.981,167.601,01/24/2019,13:57,Cash,159.62,4.761905,7.981,7.3
584-59-6113,A,Yangon,Member,Female,Sports and travel,32.24,1,1.612,33.852,01/13/2019,18:42,Ewallet,32.24,4.761905,1.612,5.2
469-16-4568,B,Mandalay,Member,Male,Fashion accessories,94.37,9,42.4665,891.7965,03/03/2019,20:19,Ewallet,849.33,4.761905,42.4665,4.7
695-98-8786,A,Yangon,Member,Female,Home and lifestyle,11.36,5,2.84,59.64,02/20/2019,13:00,Ewallet,56.8,4.761905,2.84,7.5
161-17-6824,C,Naypyitaw,Member,Female,Health and beauty,32.39,8,12.956,272.076,03/21/2019,15:59,Credit card,259.12,4.761905,12.956,4.5
850-34-1349,C,Naypyitaw,Member,Male,Electronic accessories,53.91,6,16.173,339.633,03/24/2019,15:51,Cash,323.46,4.761905,16.173,9.9
813-72-4109,C,Naypyitaw,Normal,Female,Fashion accessories,22.13,1,1.1065,23.2365,02/26/2019,18:18,Credit card,22.13,4.761905,1.1065,6.9
643-29-8362,C,Naypyitaw,Member,Female,Home and lifestyle,75.92,5,18.98,398.58,03/18/2019,18:10,Ewallet,379.6,4.761905,18.98,9.2
894-89-4912,B,Mandalay,Normal,Female,Sports and travel,10.06,9,4.527,95.067,01/24/2019,10:39,Cash,90.54,4.761905,4.527,6.3
519-92-6276,B,Mandalay,Member,Female,Electronic accessories,57.17,8,22.868,480.228,01/20/2019,19:18,Cash,457.36,4.761905,22.868,8.6
296-22-1521,A,Yangon,Member,Male,Health and beauty,85.17,3,12.7755,268.2855,01/05/2019,13:06,Cash,255.51,4.761905,12.7755,5.1
172-11-4419,C,Naypyitaw,Normal,Female,Food and beverages,66.16,10,33.08,694.68,02/16/2019,13:38,Credit card,661.6,4.761905,33.08,5.5
159-88-5355,C,Naypyitaw,Normal,Male,Sports and travel,82.09,1,4.1045,86.1945,02/23/2019,15:50,Credit card,82.09,4.761905,4.1045,6.2
644-59-4104,C,Naypyitaw,Member,Male,Home and lifestyle,17.01,4,3.402,71.442,01/13/2019,11:46,Ewallet,68.04,4.761905,3.402,9.8
569-99-7997,A,Yangon,Member,Male,Food and beverages,77.43,7,27.1005,569.1105,03/23/2019,19:22,Credit card,542.01,4.761905,27.1005,8.5
422-80-6319,A,Yangon,Member,Male,Food and beverages,46.14,6,13.842,290.682,03/10/2019,19:28,Cash,276.84,4.761905,13.842,7.9
862-42-6898,B,Mandalay,Normal,Female,Fashion accessories,39.11,4,7.822,164.262,01/28/2019,16:49,Credit card,156.44,4.761905,7.822,7.4
106-48-4635,B,Mandalay,Normal,Female,Health and beauty,75.37,5,18.8425,395.6925,03/08/2019,12:56,Cash,376.85,4.761905,18.8425,7.6
138-68-6827,A,Yangon,Normal,Male,Fashion accessories,84.01,9,37.8045,793.8945,03/15/2019,19:09,Ewallet,756.09,4.761905,37.8045,7.1
682-37-2264,A,Yangon,Member,Female,Home and lifestyle,90.07,4,18.014,378.294,02/08/2019,11:36,Cash,360.28,4.761905,18.014,5.4
138-83-7251,C,Naypyitaw,Normal,Female,Electronic accessories,53.94,10,26.97,566.37,01/13/2019,19:41,Cash,539.4,4.761905,26.97,8.9
969-87-1187,A,Yangon,Member,Female,Home and lifestyle,89.18,7,31.213,655.473,01/16/2019,13:47,Credit card,624.26,4.761905,31.213,6.5
326-29-1827,C,Naypyitaw,Normal,Male,Home and lifestyle,57.19,6,17.157,360.297,01/20/2019,15:32,Credit card,343.14,4.761905,17.157,7.2
444-20-8796,C,Naypyitaw,Normal,Female,Food and beverages,61.77,2,6.177,129.717,02/07/2019,16:09,Ewallet,123.54,4.761905,6.177,5.3
592-81-4245,C,Naypyitaw,Member,Female,Home and lifestyle,17.66,9,7.947,166.887,03/31/2019,12:48,Ewallet,158.94,4.761905,7.947,6.6
431-97-2467,B,Mandalay,Normal,Male,Food and beverages,65.44,9,29.448,618.408,01/10/2019,14:49,Cash,588.96,4.761905,29.448,5.5
273-54-8245,A,Yangon,Normal,Female,Home and lifestyle,41.35,6,12.405,260.505,03/25/2019,10:49,Cash,248.1,4.761905,12.405,6.1
973-20-2841,C,Naypyitaw,Member,Female,Health and beauty,93.18,4,18.636,391.356,02/17/2019,12:48,Credit card,372.72,4.761905,18.636,5.2
582-12-6437,C,Naypyitaw,Member,Male,Food and beverages,93.41,5,23.3525,490.4025,03/30/2019,11:19,Cash,467.05,4.761905,23.3525,4.1
784-12-7170,A,Yangon,Member,Male,Food and beverages,57.09,5,14.2725,299.7225,03/21/2019,12:44,Credit card,285.45,4.761905,14.2725,7.3
770-11-2091,C,Naypyitaw,Member,Female,Electronic accessories,15.41,4,3.082,64.722,03/21/2019,14:03,Cash,61.64,4.761905,3.082,8.7
423-72-9709,B,Mandalay,Normal,Female,Health and beauty,11.72,7,4.102,86.142,02/18/2019,18:45,Ewallet,82.04,4.761905,4.102,5.4
412-52-9027,A,Yangon,Member,Male,Food and beverages,97.01,9,43.6545,916.7445,01/03/2019,10:15,Credit card,873.09,4.761905,43.6545,9.6
740-42-7343,B,Mandalay,Member,Male,Home and lifestyle,71.59,6,21.477,451.017,01/31/2019,18:17,Ewallet,429.54,4.761905,21.477,7.8
727-90-4726,A,Yangon,Normal,Male,Electronic accessories,40.76,7,14.266,299.586,01/12/2019,16:33,Credit card,285.32,4.761905,14.266,7.9
241-84-9869,B,Mandalay,Member,Male,Sports and travel,97.35,10,48.675,1022.175,03/11/2019,12:13,Credit card,973.5,4.761905,48.675,6.0
261-50-2111,C,Naypyitaw,Member,Male,Home and lifestyle,71.97,9,32.3865,680.1165,02/25/2019,12:41,Credit card,647.73,4.761905,32.3865,9.5
553-91-5485,C,Naypyitaw,Member,Male,Home and lifestyle,85.56,3,12.834,269.514,02/10/2019,16:26,Cash,256.68,4.761905,12.834,8.4
710-39-4783,A,Yangon,Member,Male,Electronic accessories,26.63,10,13.315,279.615,03/19/2019,19:39,Ewallet,266.3,4.761905,13.315,7.7
482-33-7348,C,Naypyitaw,Member,Female,Health and beauty,71.93,8,28.772,604.212,03/19/2019,17:45,Credit card,575.44,4.761905,28.772,4.8
860-95-4323,B,Mandalay,Normal,Male,Electronic accessories,27.39,1,1.3695,28.7595,01/02/2019,14:26,Ewallet,27.39,4.761905,1.3695,6.5
894-15-7232,A,Yangon,Member,Male,Sports and travel,88.04,8,35.216,739.536,02/28/2019,13:27,Cash,704.32,4.761905,35.216,8.1
905-14-9530,C,Naypyitaw,Normal,Female,Food and beverages,94.52,10,47.26,992.46,03/09/2019,20:56,Credit card,945.2,4.761905,47.26,7.6
628-90-1807,A,Yangon,Normal,Female,Health and beauty,89.0,4,17.8,373.8,02/20/2019,10:35,Cash,356.0,4.761905,17.8,7.1
806-76-3330,A,Yangon,Normal,Female,Sports and travel,89.6,5,22.4,470.4,02/24/2019,14:39,Ewallet,448.0,4.761905,22.4,6.8
523-51-8387,B,Mandalay,Normal,Male,Fashion accessories,55.06,3,8.259,173.439,03/31/2019,18:08,Cash,165.18,4.761905,8.259,8.7
764-30-3024,A,Yangon,Member,Female,Food and beverages,90.7,4,18.14,380.94,01/12/2019,14:20,Credit card,362.8,4.761905,18.14,9.3
663-58-1719,A,Yangon,Member,Female,Fashion accessories,42.66,9,19.197,403.137,03/07/2019,19:10,Cash,383.94,4.761905,19.197,8.2
847-67-5731,A,Yangon,Normal,Male,Electronic accessories,88.19,3,13.2285,277.7985,01/07/2019,16:19,Cash,264.57,4.761905,13.2285,8.6
975-73-9904,C,Naypyitaw,Member,Male,Electronic accessories,96.44,1,4.822,101.262,02/02/2019,10:29,Cash,96.44,4.761905,4.822,7.7
106-41-9967,A,Yangon,Normal,Male,Electronic accessories,63.0,8,25.2,529.2,02/26/2019,11:38,Credit card,504.0,4.761905,25.2,6.7
405-52-2436,B,Mandalay,Member,Male,Electronic accessories,23.34,6,7.002,147.042,01/05/2019,20:36,Credit card,140.04,4.761905,7.002,4.2
281-68-6901,A,Yangon,Member,Female,Electronic accessories,24.52,5,6.13,128.73,03/30/2019,19:36,Credit card,122.6,4.761905,6.13,7.7
582-27-2999,A,Yangon,Member,Female,Home and lifestyle,43.17,7,15.1095,317.2995,02/24/2019,18:04,Cash,302.19,4.761905,15.1095,8.9
847-90-9666,C,Naypyitaw,Normal,Female,Food and beverages,47.24,4,9.448,198.408,03/20/2019,10:06,Credit card,188.96,4.761905,9.448,8.2
729-82-9132,A,Yangon,Normal,Female,Sports and travel,64.8,6,19.44,408.24,03/15/2019,19:22,Ewallet,388.8,4.761905,19.44,5.6
576-90-2932,C,Naypyitaw,Normal,Female,Electronic accessories,89.53,4,17.906,376.026,01/25/2019,10:07,Ewallet,358.12,4.761905,17.906,8.3
306-98-5614,C,Naypyitaw,Member,Female,Sports and travel,14.09,6,4.227,88.767,03/23/2019,13:00,Credit card,84.54,4.761905,4.227,7.4
505-82-1477,B,Mandalay,Member,Female,Home and lifestyle,55.6,6,16.68,350.28,01/15/2019,20:21,Cash,333.6,4.761905,16.68,8.6
259-90-8546,A,Yangon,Member,Female,Home and lifestyle,93.01,8,37.204,781.284,01/05/2019,20:08,Cash,744.08,4.761905,37.204,9.5
423-81-9779,C,Naypyitaw,Normal,Female,Sports and travel,93.5,1,4.675,98.175,02/08/2019,19:46,Credit card,93.5,4.761905,4.675,9.0
647-31-7382,A,Yangon,Member,Female,Home and lifestyle,15.96,3,2.394,50.274,01/04/2019,15:24,Credit card,47.88,4.761905,2.394,5.7
480-67-5958,A,Yangon,Member,Female,Fashion accessories,87.2,1,4.36,91.56,01/12/2019,17:56,Ewallet,87.2,4.761905,4.36,5.6
918-71-9192,A,Yangon,Normal,Male,Health and beauty,43.68,1,2.184,45.864,01/12/2019,17:32,Ewallet,43.68,4.761905,2.184,8.7
941-76-3174,A,Yangon,Member,Female,Sports and travel,75.92,9,34.164,717.444,02/11/2019,12:49,Ewallet,683.28,4.761905,34.164,5.9
992-21-6460,A,Yangon,Member,Female,Sports and travel,74.23,9,33.4035,701.4735,02/09/2019,10:43,Credit card,668.07,4.761905,33.4035,4.7
428-35-4154,B,Mandalay,Member,Male,Food and beverages,78.96,5,19.74,414.54,02/09/2019,20:57,Ewallet,394.8,4.761905,19.74,4.1
673-75-2677,B,Mandalay,Normal,Female,Sports and travel,70.4,5,17.6,369.6,02/05/2019,11:00,Credit card,352.0,4.761905,17.6,4.9
446-79-8268,A,Yangon,Normal,Female,Home and lifestyle,22.74,5,5.685,119.385,01/22/2019,11:19,Credit card,113.7,4.761905,5.685,7.4
283-86-8304,A,Yangon,Member,Male,Sports and travel,91.3,1,4.565,95.865,01/07/2019,11:27,Cash,91.3,4.761905,4.565,4.6
932-99-8672,C,Naypyitaw,Normal,Female,Home and lifestyle,83.57,9,37.6065,789.7365,03/01/2019,19:08,Ewallet,752.13,4.761905,37.6065,4.5
364-56-7423,A,Yangon,Normal,Female,Fashion accessories,68.0,8,27.2,571.2,01/29/2019,12:55,Credit card,544.0,4.761905,27.2,6.8
389-54-3087,A,Yangon,Normal,Female,Sports and travel,53.88,2,5.388,113.148,02/14/2019,17:29,Ewallet,107.76,4.761905,5.388,6.9
510-85-7773,C,Naypyitaw,Member,Female,Fashion accessories,81.71,6,24.513,514.773,01/10/2019,14:34,Cash,490.26,4.761905,24.513,7.3
680-53-9921,A,Yangon,Member,Male,Sports and travel,44.54,6,13.362,280.602,03/30/2019,19:27,Cash,267.24,4.761905,13.362,5.2
433-81-2599,C,Naypyitaw,Member,Male,Fashion accessories,70.26,10,35.13,737.73,01/15/2019,19:38,Cash,702.6,4.761905,35.13,9.0
760-94-2007,B,Mandalay,Member,Female,Sports and travel,16.26,2,1.626,34.146,03/18/2019,16:20,Cash,32.52,4.761905,1.626,8.1
398-59-8326,A,Yangon,Member,Male,Food and beverages,91.29,1,4.5645,95.8545,03/26/2019,12:28,Credit card,91.29,4.761905,4.5645,8.5
108-88-9362,A,Yangon,Member,Female,Home and lifestyle,61.32,5,15.33,321.93,02/25/2019,15:05,Credit card,306.6,4.761905,15.33,9.5
212-46-1510,B,Mandalay,Member,Female,Health and beauty,43.23,9,19.4535,408.5235,01/01/2019,18:52,Cash,389.07,4.761905,19.4535,9.8
277-70-3278,A,Yangon,Normal,Female,Fashion accessories,38.63,7,13.5205,283.9305,02/25/2019,18:13,Credit card,270.41,4.761905,13.5205,6.4
838-72-8155,A,Yangon,Normal,Female,Sports and travel,23.88,3,3.582,75.222,01/10/2019,20:01,Ewallet,71.64,4.761905,3.582,4.8
738-33-8444,A,Yangon,Member,Male,Fashion accessories,82.53,8,33.012,693.252,03/31/2019,19:59,Cash,660.24,4.761905,33.012,9.4
342-74-5411,C,Naypyitaw,Normal,Female,Sports and travel,41.98,3,6.297,132.237,01/01/2019,19:31,Credit card,125.94,4.761905,6.297,6.5
848-77-5578,B,Mandalay,Normal,Male,Health and beauty,61.13,6,18.339,385.119,03/03/2019,11:09,Credit card,366.78,4.761905,18.339,4.7
154-53-9765,B,Mandalay,Member,Male,Electronic accessories,52.52,2,5.252,110.292,03/11/2019,19:19,Credit card,105.04,4.761905,5.252,8.1
396-31-1578,A,Yangon,Normal,Female,Food and beverages,91.54,10,45.77,961.17,02/23/2019,15:51,Cash,915.4,4.761905,45.77,8.4
739-13-5699,C,Naypyitaw,Normal,Female,Health and beauty,66.64,10,33.32,699.72,01/07/2019,20:18,Credit card,666.4,4.761905,33.32,5.0
114-24-3860,B,Mandalay,Member,Male,Food and beverages,16.92,5,4.23,88.83,03/20/2019,14:17,Cash,84.6,4.761905,4.23,5.5
982-14-6617,C,Naypyitaw,Member,Female,Home and lifestyle,82.71,5,20.6775,434.2275,01/31/2019,17:11,Credit card,413.55,4.761905,20.6775,8.7
752-31-4454,A,Yangon,Member,Male,Sports and travel,77.75,7,27.2125,571.4625,01/31/2019,20:28,Credit card,544.25,4.761905,27.2125,8.6
587-78-4828,C,Naypyitaw,Normal,Male,Fashion accessories,33.8,2,3.38,70.98,03/01/2019,16:30,Cash,67.6,4.761905,3.38,4.3
642-97-1672,B,Mandalay,Normal,Female,Home and lifestyle,23.06,7,8.071,169.491,02/27/2019,16:43,Cash,161.42,4.761905,8.071,4.1
698-60-8554,A,Yangon,Normal,Female,Food and beverages,92.62,5,23.155,486.255,02/04/2019,11:16,Credit card,463.1,4.761905,23.155,6.0
112-62-2600,C,Naypyitaw,Member,Male,Food and beverages,40.37,3,6.0555,127.1655,01/02/2019,20:00,Ewallet,121.11,4.761905,6.0555,5.9
158-86-4552,C,Naypyitaw,Member,Female,Home and lifestyle,29.75,5,7.4375,156.1875,01/05/2019,10:39,Ewallet,148.75,4.761905,7.4375,5.5
213-99-4018,C,Naypyitaw,Member,Male,Health and beauty,87.08,3,13.062,274.302,03/24/2019,19:51,Ewallet,261.24,4.761905,13.062,6.3
888-51-5216,B,Mandalay,Normal,Female,Fashion accessories,94.26,8,37.704,791.784,02/05/2019,16:44,Credit card,754.08,4.761905,37.704,9.5
171-72-4287,A,Yangon,Member,Female,Health and beauty,44.45,6,13.335,280.035,02/03/2019,14:11,Cash,266.7,4.761905,13.335,10.0
208-66-5243,C,Naypyitaw,Normal,Male,Fashion accessories,54.29,3,8.1435,171.0135,02/25/2019,13:39,Credit card,162.87,4.761905,8.1435,7.2
755-10-1619,A,Yangon,Member,Male,Health and beauty,61.42,5,15.355,322.455,01/03/2019,17:09,Credit card,307.1,4.761905,15.355,8.7
513-18-9849,C,Naypyitaw,Normal,Female,Electronic accessories,73.0,7,25.55,536.55,03/07/2019,17:30,Cash,511.0,4.761905,25.55,7.4
410-61-1904,A,Yangon,Member,Female,Fashion accessories,83.62,8,33.448,702.408,03/10/2019,15:21,Credit card,668.96,4.761905,33.448,4.7
280-80-1644,C,Naypyitaw,Member,Female,Food and beverages,86.8,6,26.04,546.84,02/28/2019,14:41,Ewallet,520.8,4.761905,26.04,4.5
548-34-3292,B,Mandalay,Member,Female,Fashion accessories,45.11,2,4.511,94.731,02/15/2019,17:05,Credit card,90.22,4.761905,4.511,7.8
611-78-8361,A,Yangon,Member,Male,Fashion accessories,99.67,4,19.934,418.614,01/09/2019,18:41,Cash,398.68,4.761905,19.934,6.9
569-96-9791,A,Yangon,Member,Female,Health and beauty,40.39,1,2.0195,42.4095,01/28/2019,20:42,Credit card,40.39,4.761905,2.0195,6.4
818-93-3138,A,Yangon,Member,Male,Health and beauty,76.19,8,30.476,639.996,03/02/2019,19:02,Ewallet,609.52,4.761905,30.476,7.9
216-73-4613,A,Yangon,Member,Male,Home and lifestyle,83.87,2,8.387,176.127,01/22/2019,19:04,Ewallet,167.74,4.761905,8.387,6.7
429-37-1746,A,Yangon,Member,Female,Home and lifestyle,83.04,7,29.064,610.344,03/29/2019,19:34,Ewallet,581.28,4.761905,29.064,5.9
549-41-1666,C,Naypyitaw,Member,Female,Health and beauty,20.87,3,3.1305,65.7405,01/22/2019,15:35,Ewallet,62.61,4.761905,3.1305,8.5
823-93-5648,A,Yangon,Member,Female,Electronic accessories,11.41,8,4.564,95.844,01/01/2019,12:59,Ewallet,91.28,4.761905,4.564,4.5
808-14-3949,B,Mandalay,Normal,Male,Electronic accessories,22.88,5,5.72,120.12,02/22/2019,13:11,Credit card,114.4,4.761905,5.72,7.1
220-77-2567,C,Naypyitaw,Normal,Male,Fashion accessories,84.38,5,21.095,442.995,01/01/2019,18:15,Ewallet,421.9,4.761905,21.095,6.1
801-70-9151,C,Naypyitaw,Normal,Male,Sports and travel,79.33,4,15.866,333.186,01/25/2019,11:50,Ewallet,317.32,4.761905,15.866,5.7
144-23-1859,A,Yangon,Member,Male,Health and beauty,68.04,5,17.01,357.21,02/02/2019,15:39,Cash,340.2,4.761905,17.01,5.3
433-63-4256,C,Naypyitaw,Member,Male,Health and beauty,53.66,2,5.366,112.686,01/31/2019,17:37,Credit card,107.32,4.761905,5.366,4.4
175-70-8936,C,Naypyitaw,Normal,Male,Health and beauty,39.35,2,3.935,82.635,02/22/2019,13:24,Ewallet,78.7,4.761905,3.935,5.4
298-90-6875,A,Yangon,Normal,Male,Electronic accessories,93.51,8,37.404,785.484,02/17/2019,12:29,Credit card,748.08,4.761905,37.404,5.1
569-63-3804,B,Mandalay,Member,Female,Electronic accessories,12.89,10,6.445,135.345,01/18/2019,11:54,Cash,128.9,4.761905,6.445,4.4
188-62-9548,B,Mandalay,Member,Female,Food and beverages,24.11,10,12.055,253.155,03/15/2019,18:54,Ewallet,241.1,4.761905,12.055,9.4
693-38-3440,B,Mandalay,Member,Female,Sports and travel,35.13,7,12.2955,258.2055,02/01/2019,13:20,Cash,245.91,4.761905,12.2955,8.4
503-71-2605,C,Naypyitaw,Member,Female,Health and beauty,13.61,8,5.444,114.324,03/06/2019,10:27,Credit card,108.88,4.761905,5.444,8.4
402-40-2486,B,Mandalay,Normal,Male,Health and beauty,60.26,1,3.013,63.273,02/22/2019,13:08,Cash,60.26,4.761905,3.013,8.2
995-61-4030,A,Yangon,Normal,Female,Electronic accessories,73.3,10,36.65,769.65,01/04/2019,17:29,Ewallet,733.0,4.761905,36.65,8.5
814-88-9887,B,Mandalay,Normal,Male,Fashion accessories,16.36,6,4.908,103.068,02/07/2019,16:48,Cash,98.16,4.761905,4.908,7.2
213-59-6989,C,Naypyitaw,Member,Male,Food and beverages,89.28,1,4.464,93.744,03/28/2019,15:56,Ewallet,89.28,4.761905,4.464,7.1
344-79-2860,B,Mandalay,Member,Female,Home and lifestyle,25.77,9,11.5965,243.5265,03/13/2019,13:08,Cash,231.93,4.761905,11.5965,8.2
383-16-2038,C,Naypyitaw,Normal,Male,Fashion accessories,78.48,6,23.544,494.424,02/04/2019,18:43,Cash,470.88,4.761905,23.544,6.1
399-67-7031,B,Mandalay,Normal,Female,Sports and travel,55.13,2,5.513,115.773,03/10/2019,20:52,Credit card,110.26,4.761905,5.513,6.8
382-24-3424,C,Naypyitaw,Member,Male,Sports and travel,17.86,7,6.251,131.271,02/06/2019,11:06,Ewallet,125.02,4.761905,6.251,9.4
585-54-7883,B,Mandalay,Member,Male,Food and beverages,95.69,1,4.7845,100.4745,03/29/2019,18:59,Ewallet,95.69,4.761905,4.7845,5.8
692-53-6346,B,Mandalay,Member,Female,Electronic accessories,15.67,4,3.134,65.814,03/08/2019,20:21,Cash,62.68,4.761905,3.134,9.0
395-16-3430,B,Mandalay,Normal,Female,Home and lifestyle,61.05,5,15.2625,320.5125,02/03/2019,13:30,Cash,305.25,4.761905,15.2625,5.0
809-95-3514,B,Mandalay,Normal,Female,Electronic accessories,65.68,3,9.852,206.892,02/06/2019,12:11,Credit card,197.04,4.761905,9.852,8.3
675-14-6192,A,Yangon,Member,Male,Health and beauty,99.44,10,49.72,1044.12,02/03/2019,15:11,Ewallet,994.4,4.761905,49.72,4.8
886-28-8504,B,Mandalay,Member,Female,Sports and travel,58.59,3,8.7885,184.5585,01/16/2019,10:25,Cash,175.77,4.761905,8.7885,7.2
872-83-3409,B,Mandalay,Member,Male,Fashion accessories,59.15,9,26.6175,558.9675,02/07/2019,17:57,Cash,532.35,4.761905,26.6175,6.0
